Theatre_Name,Theatre_Type,Total_Theatre_Seats_Capacity,Theatre_Max_Price_Seats_Capacity,Theatre_Min_Price_Seats_Capacity,State,City,City_Type,Max_Shows_Allowed_Per_Day,Ticket_Price_Max,Ticket_Price_Min,First_Day_Revenue
Kadakia-Kala,IMAX,298,288,10,Uttarakhand,Guntakal,C,3,342,117,298998
"Varghese, Ratti and Sekhon",Single Screen,325,321,4,Mizoram,Bathinda,C,6,685,101,1321734
"Wable, Jayaraman and Dhar",IMAX,191,176,15,Chhattisgarh,Bahraich,C,3,283,188,157884
"Dayal, Bhatia and Sarkar",IMAX,211,192,19,Himachal Pradesh,Thoothukudi,C,3,677,163,399243
Batta-Apte,Mini,152,151,1,Madhya Pradesh,Amravati,C,3,246,196,112026
Kuruvilla-Nori,Mini,328,327,1,Uttar Pradesh,New Delhi,C,6,286,50,561432
Saran-Vala,Multiplex,299,291,8,Bihar,Warangal,C,4,568,134,665440
Palla-Nori,IMAX,394,394,0,Punjab,Thanjavur,C,6,454,161,1073256
Bassi PLC,IMAX,135,127,8,Odisha,Siliguri,C,4,211,148,111924
Amble PLC,IMAX,162,151,11,Maharashtra,Bangalore,C,5,559,127,429030
Pant-Gulati,IMAX,128,118,10,Karnataka,Phusro,C,3,397,186,146118
"Yadav, Thaman and Modi",Mini,141,128,13,Nagaland,Berhampur,C,6,599,124,469704
Krishna-Mangat,Single Screen,190,173,17,Haryana,Erode,C,3,406,98,215712
Gade Group,Mini,299,271,28,Assam,Shimla,C,3,532,141,444360
Johal-Garde,IMAX,143,129,14,Assam,Chittoor,C,6,586,98,461796
Thaker-Deep,Single Screen,118,115,3,Manipur,Kadapa,C,3,578,111,200409
"Garg, Deep and Mane",IMAX,299,297,2,Maharashtra,Orai,C,5,465,186,692385
"Suri, Nagarajan and Tak",IMAX,108,108,0,Tamil Nadu,Rewa,C,5,238,136,128520
"Deol, Luthra and Bora",Multiplex,307,304,3,Maharashtra,Sambalpur,C,4,623,183,759764
Morar-Pant,IMAX,374,365,9,Karnataka,Gwalior,C,4,683,68,999628
"Kumer, Bhasin and Saha",Multiplex,172,157,15,Bihar,Rewa,C,3,451,61,215166
"Grover, Sankaran and Shah",Single Screen,166,166,0,Manipur,Gudivada,C,4,533,62,353912
Kade-Konda,Mini,149,142,7,Punjab,Adoni,C,4,637,66,363664
Varty-Sahni,Multiplex,158,143,15,Tamil Nadu,Bhubaneswar,C,4,242,101,144484
Mandal-Chatterjee,IMAX,272,247,25,Mizoram,Satna,C,6,376,80,569232
"Seshadri, Bera and Ramaswamy",Single Screen,264,238,26,Mizoram,Noida,C,4,601,61,578496
Warrior-Sampath,Single Screen,271,269,2,Maharashtra,Kolhapur,C,3,350,86,282966
"Bhatia, Hayre and Kadakia",IMAX,186,175,11,Nagaland,Mangalore,C,4,434,112,308728
Saxena-Kapoor,Multiplex,168,165,3,Manipur,Guwahati,C,6,608,90,603540
Banik-Loyal,Multiplex,349,344,5,Bihar,Sri Ganganagar,C,3,213,95,221241
Patla Ltd,Multiplex,245,232,13,Chhattisgarh,Tiruvottiyur,C,6,564,82,791484
Mital-Oza,Single Screen,173,165,8,Maharashtra,Vijayanagaram,C,6,420,111,421128
"Dani, Bahl and Kunda",Single Screen,119,110,9,Jharkhand,Kochi,C,4,577,177,260252
Gala Ltd,Multiplex,254,243,11,Madhya Pradesh,Haridwar,C,6,212,192,321768
Gokhale Inc,Single Screen,198,195,3,Telangana,Narasaraopet,C,3,526,142,308988
Jain-Wali,Single Screen,337,324,13,Andhra Pradesh,Mahbubnagar,C,5,237,99,390375
Upadhyay-Devi,Multiplex,176,161,15,Mizoram,Bhilai,C,6,300,90,297900
Kohli-Baria,Multiplex,127,117,10,Maharashtra,Malegaon,C,5,355,103,212825
"Padmanabhan, Hari and Sarin",IMAX,228,218,10,Punjab,Sonipat,C,6,232,76,308016
"Batra, Oak and Gaba",Multiplex,375,364,11,Punjab,Morena,C,4,612,57,893580
Dugal-Peri,IMAX,363,356,7,Arunachal Pradesh,Asansol,C,3,668,110,715734
Kale Ltd,IMAX,396,376,20,Sikkim,Ramgarh,C,6,311,133,717576
"Barad, Sheth and Zachariah",Single Screen,156,146,10,Himachal Pradesh,Panihati,C,4,260,110,156240
Deep-Mohanty,IMAX,202,190,12,Rajasthan,Yamunanagar,C,4,247,170,195880
Loyal LLC,IMAX,127,121,6,Mizoram,Nellore,C,4,320,166,158864
"Gole, Nair and Mander",Single Screen,298,287,11,Chhattisgarh,Eluru,C,4,444,99,514068
Vala-Padmanabhan,Mini,238,232,6,Madhya Pradesh,Chinsurah,C,5,275,58,320740
"Goda, Khalsa and Chauhan",Multiplex,243,239,4,Meghalaya,Bongaigaon,C,3,646,169,465210
Nagar PLC,IMAX,314,304,10,Jharkhand,Ghaziabad,C,5,322,125,495690
Buch and Sons,Single Screen,187,169,18,Punjab,Nagercoil,C,4,254,155,182864
Tak-Wable,IMAX,210,192,18,Manipur,Nadiad,C,6,638,168,753120
Sami Group,Mini,107,101,6,Haryana,Suryapet,C,4,336,133,138936
"Chanda, Bedi and Rege",IMAX,396,382,14,Andhra Pradesh,Khammam,C,4,677,196,1045432
Bhatti Ltd,Multiplex,313,311,2,Arunachal Pradesh,Cuttack,C,3,450,179,420924
"Prabhakar, Thakur and Doctor",Multiplex,317,292,25,Madhya Pradesh,Malda,C,6,624,75,1104498
Gopal-Baria,IMAX,353,338,15,Sikkim,Mango,C,3,495,53,504315
"Pillai, Bhatt and Ghosh",IMAX,211,207,4,Goa,Kolkata,C,5,361,111,375855
Jayaraman-Bail,Multiplex,108,101,7,West Bengal,Kakinada,C,5,292,167,153305
Mall and Sons,Multiplex,332,303,29,Manipur,Kochi,C,4,657,153,814032
"Ramakrishnan, Wagle and Swaminathan",Single Screen,289,269,20,Tripura,Anantapuram,C,6,570,50,925980
Morar PLC,Multiplex,297,269,28,Nagaland,Singrauli,C,5,481,58,655065
Thaker Ltd,Mini,318,301,17,Madhya Pradesh,Warangal,C,4,613,70,742812
Dass PLC,Mini,128,120,8,Manipur,Solapur,C,5,664,63,400920
Chander-Bains,Multiplex,296,285,11,Uttarakhand,Mysore,C,6,526,60,903420
Sheth PLC,Mini,287,282,5,Kerala,Panchkula,C,3,497,102,421992
"Ranganathan, Reddy and Lala",Single Screen,271,264,7,Gujarat,Pune,C,3,542,172,432876
"Khosla, Munshi and Goda",Single Screen,215,205,10,Uttarakhand,Rohtak,C,5,669,118,691625
"Raval, Dass and Dyal",IMAX,241,240,1,Maharashtra,Ahmednagar,C,3,400,138,288414
"Shetty, Basak and Dugar",IMAX,348,316,32,Maharashtra,Sirsa,C,3,450,186,444456
Banerjee LLC,Mini,331,308,23,Manipur,Tezpur,C,3,306,167,294267
Kant PLC,Multiplex,141,135,6,Uttar Pradesh,Tiruvottiyur,C,4,357,69,194436
"Chand, Sathe and Pall",Multiplex,184,176,8,Manipur,Silchar,C,3,566,87,300936
Swamy Inc,IMAX,177,171,6,West Bengal,Mathura,C,3,360,156,187488
"Gokhale, Parmer and Sandal",Single Screen,342,320,22,West Bengal,Tinsukia,C,6,437,55,846300
Kaur-Prakash,Mini,196,194,2,Meghalaya,Karawal Nagar,C,3,656,109,382446
Butala and Sons,Mini,310,289,21,Jharkhand,Proddatur,C,5,458,185,681235
Swamy-Tank,IMAX,334,315,19,Odisha,Nagercoil,C,4,669,128,852668
"Sama, Choudhury and Mitra",Single Screen,233,226,7,Tripura,Agartala,C,6,400,123,547566
Bala LLC,Multiplex,175,164,11,Andhra Pradesh,Hindupur,C,5,443,92,368320
Suri-Ram,Single Screen,374,356,18,Telangana,Vijayanagaram,C,4,299,89,432184
"Manne, Bora and Rama",Single Screen,221,218,3,Arunachal Pradesh,Nanded,C,3,372,197,245061
Ranganathan and Sons,Single Screen,325,309,16,Jharkhand,Durg,C,5,304,102,477840
Barman Ltd,Multiplex,262,251,11,Nagaland,Sambhal,C,4,400,164,408816
Hora Group,Single Screen,373,354,19,Arunachal Pradesh,Kollam,C,3,681,56,726414
"Chandra, Jhaveri and Madan",IMAX,355,346,9,West Bengal,Thiruvananthapuram,C,6,685,131,1429134
"Biswas, Wagle and Raghavan",Single Screen,102,94,8,Sikkim,Junagadh,C,5,541,125,259270
Sibal-Rajagopal,IMAX,248,224,24,Manipur,Pallavaram,C,4,619,194,573248
Puri and Sons,IMAX,273,251,22,Telangana,Narasaraopet,C,3,584,172,451104
"Sanghvi, Sarna and Loyal",Multiplex,171,154,17,Karnataka,Rajpur Sonarpur,C,3,367,56,172410
Mital-Tata,IMAX,212,198,14,Sikkim,Farrukhabad,C,5,257,133,263740
Lanka-Barad,Multiplex,199,181,18,Himachal Pradesh,Darbhanga,C,4,610,121,450352
Hayre Ltd,Single Screen,111,110,1,Sikkim,Mau,C,6,556,72,367392
Mukherjee-Iyengar,IMAX,199,184,15,Arunachal Pradesh,Karimnagar,C,5,518,180,490060
Srivastava-Tella,Multiplex,284,272,12,Mizoram,Akola,C,4,576,159,634320
"Hayer, Parsa and Wason",Mini,297,286,11,Rajasthan,Arrah,C,3,355,138,309144
Mangal Ltd,Mini,257,243,14,Goa,Tadepalligudem,C,3,320,163,240126
Sharma LLC,IMAX,326,308,18,Arunachal Pradesh,Rourkela,C,4,622,158,777680
Tank PLC,IMAX,171,169,2,Sikkim,Nangloi Jat,C,4,316,127,214632
"Korpal, Gole and Rattan",IMAX,368,347,21,Rajasthan,Adoni,C,3,687,146,724365
"Banerjee, Murthy and Acharya",Multiplex,103,97,6,Rajasthan,Gorakhpur,C,5,422,94,207490
"Chakrabarti, Memon and Chadha",IMAX,390,382,8,Maharashtra,Rohtak,C,4,305,147,470744
Devan-Sarkar,Mini,383,352,31,Meghalaya,Bellary,C,3,631,127,678147
Dutt and Sons,Mini,352,317,35,Sikkim,Jhansi,C,6,324,56,628008
Sur Inc,Multiplex,178,170,8,Haryana,Ahmednagar,C,5,699,170,600950
Mandal Group,Multiplex,247,234,13,Madhya Pradesh,Karnal,C,4,461,112,437320
Sha-Saxena,Multiplex,161,153,8,Uttarakhand,Chandrapur,C,6,244,142,230808
"Kara, Dhillon and Sachdev",IMAX,389,362,27,Arunachal Pradesh,Ulhasnagar,C,5,531,171,984195
Tank LLC,Multiplex,291,275,16,Sikkim,Hosur,C,3,642,116,535218
Agrawal Ltd,Single Screen,397,394,3,Meghalaya,Loni,C,4,373,168,589864
"Bajaj, Gole and Khalsa",Single Screen,282,277,5,Mizoram,Patiala,C,3,349,142,292149
Sahni-Ranganathan,IMAX,282,281,1,Manipur,Pondicherry,C,5,359,185,505320
Chaudry Ltd,Multiplex,363,351,12,Nagaland,Nangloi Jat,C,4,601,74,847356
Buch LLC,Single Screen,378,358,20,Goa,Tadipatri,C,5,633,127,1145770
Choudhury Group,Mini,285,282,3,Sikkim,Katni,C,5,631,86,891000
"Salvi, Kala and Nair",Multiplex,170,154,16,Nagaland,Jorhat,C,5,400,174,321920
"Kade, Rout and Batta",IMAX,274,269,5,Haryana,Jaipur,C,3,321,89,260382
"Aggarwal, Kaur and Sastry",Single Screen,196,179,17,Assam,Jaipur,C,3,423,167,235668
Bajaj-Khare,Multiplex,159,155,4,Andhra Pradesh,Katni,C,3,455,139,213243
"Karpe, Dhingra and Saxena",Mini,285,281,4,Tamil Nadu,Agartala,C,6,665,183,1125582
Kant-Sidhu,Mini,188,179,9,Tamil Nadu,Kakinada,C,3,591,80,319527
"Pandya, Krish and Madan",Single Screen,165,161,4,Jharkhand,Raichur,C,4,367,82,237660
Cherian PLC,Single Screen,166,164,2,Assam,Sambalpur,C,6,563,78,554928
Mahal-Narasimhan,Multiplex,109,102,7,Chhattisgarh,Firozabad,C,6,231,100,145572
"Tak, Karnik and Bhavsar",Multiplex,116,106,10,Haryana,Dindigul,C,3,450,80,145500
"Patil, Keer and Samra",Mini,122,121,1,Punjab,Navi Mumbai,C,5,551,52,333615
Salvi-Tandon,Multiplex,163,157,6,Meghalaya,Tirunelveli,C,4,304,139,194248
Lad-Talwar,Multiplex,146,144,2,Nagaland,Sri Ganganagar,C,5,695,198,502380
Dyal PLC,Mini,280,275,5,Gujarat,Mathura,C,4,468,195,518700
Jaggi PLC,Multiplex,150,150,0,Kerala,Buxar,C,4,576,99,345600
Menon-Mangat,Mini,187,170,17,Tamil Nadu,Pudukkottai,C,3,581,75,300135
"Goel, Bhatia and Manda",Single Screen,358,328,30,Bihar,Rajahmundry,C,5,567,200,959880
Mittal-Ratta,Single Screen,325,319,6,Meghalaya,Jaipur,C,4,637,140,816172
Lal and Sons,IMAX,317,304,13,Nagaland,Coimbatore,C,4,418,78,512344
Sura Ltd,Mini,163,149,14,Nagaland,Kurnool,C,3,476,84,216300
Sharma Group,IMAX,284,262,22,Odisha,Amaravati,C,5,495,60,655050
Nayar Inc,Multiplex,267,252,15,Gujarat,Bhimavaram,C,3,407,122,313182
"Chandra, Lal and Mann",IMAX,259,238,21,Karnataka,Madanapalle,C,6,325,191,488166
Handa-Luthra,IMAX,248,235,13,Assam,Durgapur,C,4,648,67,612604
Yogi LLC,IMAX,288,283,5,Uttarakhand,Arrah,C,3,555,175,473820
Prashad-Koshy,Multiplex,302,288,14,Goa,New Delhi,C,3,271,86,237756
Bali LLC,IMAX,305,283,22,Tamil Nadu,Aurangabad,C,3,589,93,506199
Jani-Gopal,Multiplex,286,280,6,Odisha,Firozabad,C,5,312,153,441390
Bahri-Kota,Multiplex,219,206,13,Nagaland,Tumkur,C,6,352,198,450516
Vora-Sethi,Mini,304,293,11,Rajasthan,Tirupati,C,6,551,153,978756
Tiwari-Johal,IMAX,361,344,17,Meghalaya,Haridwar,C,4,603,166,841016
"Kale, Jha and Mitter",Multiplex,162,154,8,Manipur,Panipat,C,6,464,109,433968
Deol-Kaul,Single Screen,115,114,1,Meghalaya,Bhilwara,C,3,635,67,217371
Goda-Rau,IMAX,113,111,2,Gujarat,Dewas,C,6,519,133,347250
"Sura, Raju and Prabhu",Single Screen,255,236,19,Kerala,Ambarnath,C,3,599,69,428025
Borra-Naik,IMAX,338,326,12,Maharashtra,Agartala,C,5,548,177,903860
Sachdev and Sons,IMAX,358,342,16,Andhra Pradesh,Tinsukia,C,5,624,188,1082080
Oommen and Sons,Multiplex,116,110,6,Sikkim,Shahjahanpur,C,3,406,165,136950
Taneja-Halder,Mini,292,278,14,Goa,Burhanpur,C,6,228,58,385176
Munshi-Raman,Single Screen,385,366,19,Odisha,Yamunanagar,C,4,461,160,687064
"Chaudhuri, Sharma and Sood",Single Screen,259,237,22,Tripura,Latur,C,6,459,78,662994
Kale-Agate,IMAX,383,349,34,Kerala,Pallavaram,C,6,453,193,987954
"Rajagopal, Datta and Toor",Single Screen,359,356,3,Tamil Nadu,Ahmedabad,C,6,344,176,737952
Dube LLC,IMAX,280,256,24,Maharashtra,Aurangabad,C,5,374,65,486520
"Dhar, Chad and Patel",Multiplex,123,121,2,Karnataka,Bhatpara,C,5,388,199,236730
Narula Inc,Multiplex,274,262,12,Maharashtra,Mathura,C,3,429,138,342162
Barman PLC,Mini,310,288,22,West Bengal,Bellary,C,3,548,112,480864
"Ranganathan, Pai and Sagar",Single Screen,220,200,20,Haryana,New Delhi,C,5,513,71,520100
Merchant-Mishra,Multiplex,256,253,3,Bihar,Sultan Pur Majra,C,5,296,55,375265
Kumer Inc,Mini,119,112,7,Uttar Pradesh,Narasaraopet,C,6,500,181,343602
Suri-Barad,IMAX,236,236,0,Rajasthan,Mysore,C,6,511,55,723576
Gopal Group,Mini,293,275,18,Mizoram,Junagadh,C,6,375,196,639918
"Nanda, Chaudhry and Raman",Multiplex,350,344,6,Andhra Pradesh,Bhilai,C,4,382,177,529880
"Padmanabhan, Bail and Sathe",Mini,185,176,9,Chhattisgarh,Hajipur,C,5,433,101,385585
Chawla-Memon,IMAX,138,125,13,Jharkhand,Karimnagar,C,4,357,117,184584
"Sundaram, Edwin and Jani",Multiplex,252,234,18,Mizoram,Muzaffarnagar,C,6,621,107,883440
"Gade, Lala and Parikh",Multiplex,396,390,6,Odisha,Danapur,C,5,349,67,682560
"Venkatesh, Tata and Bose",IMAX,318,305,13,Meghalaya,Bhopal,C,5,617,69,945410
Kaul-Cheema,Mini,358,339,19,Rajasthan,Kolkata,C,6,549,188,1138098
Chander-Kamdar,Mini,202,189,13,Nagaland,Jammu,C,6,338,181,397410
Walla Group,IMAX,380,369,11,Nagaland,Bulandshahr,C,3,531,182,593823
Doctor-Sarna,Single Screen,395,364,31,Arunachal Pradesh,Bharatpur,C,4,548,169,818844
Som Group,Mini,372,345,27,Kerala,Ambattur,C,3,477,101,501876
Walla LLC,Mini,336,327,9,Jharkhand,Warangal,C,4,287,126,379932
Kadakia Inc,IMAX,310,290,20,West Bengal,Thanjavur,C,3,534,102,470700
Malhotra Group,IMAX,236,227,9,Haryana,Salem,C,4,341,110,313588
"Babu, Karan and Gopal",IMAX,222,219,3,Assam,Hubli–Dharwad,C,4,308,57,270492
Joshi-Nayar,Single Screen,258,244,14,Jharkhand,Agra,C,6,496,161,739668
Bawa Group,IMAX,118,115,3,Assam,Medininagar,C,4,349,84,161548
Mishra LLC,Multiplex,232,224,8,Punjab,Katni,C,4,539,60,484864
Chhabra-Bhat,IMAX,110,110,0,Karnataka,Raebareli,C,3,370,126,122100
"Gandhi, Kibe and Khanna",Multiplex,308,280,28,Uttarakhand,Jhansi,C,5,553,73,784420
"Dua, Nair and Mani",IMAX,171,164,7,Arunachal Pradesh,Jamnagar,C,3,502,178,250722
Bhatt Inc,Multiplex,367,334,33,Jharkhand,Mira-Bhayandar,C,5,464,73,786925
"Kaur, Dara and Balasubramanian",Single Screen,162,152,10,West Bengal,Silchar,C,5,636,199,493310
Kar-Munshi,IMAX,220,207,13,Jharkhand,Rajahmundry,C,4,283,77,238328
"Halder, Karnik and Sastry",Single Screen,209,201,8,Uttar Pradesh,Raipur,C,6,419,115,510834
Garde-Sane,Multiplex,351,317,34,Punjab,Tiruchirappalli,C,5,568,78,913540
"Aggarwal, Pai and Varughese",Mini,379,352,27,Arunachal Pradesh,Shimla,C,6,559,113,1198914
Batra Inc,Mini,174,163,11,Meghalaya,Rourkela,C,6,576,144,572832
Dhawan Ltd,Mini,110,100,10,Uttarakhand,Tirunelveli,C,3,640,63,193890
Kota Ltd,Single Screen,229,212,17,Karnataka,Hubli–Dharwad,C,6,368,142,482580
"Date, Patil and Andra",Multiplex,373,358,15,Mizoram,Thoothukudi,C,6,408,52,881064
"Dhillon, Dua and Choudhry",IMAX,230,221,9,Maharashtra,Karnal,C,3,689,110,459777
"Wagle, Bora and Sastry",Mini,207,202,5,Jharkhand,Solapur,C,6,533,131,649926
"Sha, Thaker and Sachdeva",IMAX,117,113,4,Andhra Pradesh,Rajkot,C,3,631,175,216009
Krishnamurthy-Dixit,IMAX,311,290,21,West Bengal,Guwahati,C,6,658,75,1154370
Bhavsar-Gera,Single Screen,233,217,16,Assam,Dhanbad,C,3,390,157,261426
"Biswas, Patla and Bera",Mini,332,331,1,Assam,Chandigarh,C,3,538,97,534525
Krishna-Iyer,IMAX,169,169,0,Uttarakhand,South Dumdum,C,6,312,128,316368
Jani-Seth,Mini,394,389,5,Sikkim,Silchar,C,3,290,113,340125
Ghose-Dey,Single Screen,310,290,20,Sikkim,Tirupati,C,6,454,84,800040
Sankar Inc,Mini,188,170,18,Tripura,Nagercoil,C,5,619,122,537130
"Subramanian, Badal and Nagy",Single Screen,143,137,6,Andhra Pradesh,Bathinda,C,5,303,150,212055
"Salvi, Sampath and Palla",IMAX,392,378,14,Uttarakhand,Jamnagar,C,3,695,55,790440
Rai-Ratti,Single Screen,145,138,7,Meghalaya,Korba,C,4,344,93,192492
Mahajan Inc,Multiplex,305,286,19,Mizoram,Gandhidham,C,6,517,116,900396
Handa-Morar,Single Screen,145,140,5,Arunachal Pradesh,Anand,C,4,694,195,392540
Rastogi Inc,Multiplex,107,99,8,Maharashtra,Pudukkottai,C,6,605,166,367338
Tak LLC,IMAX,160,153,7,Odisha,Moradabad,C,4,307,118,191188
"Morar, Maharaj and Jaggi",Mini,353,329,24,Arunachal Pradesh,Anantapur,C,4,430,102,575672
"Shenoy, Oommen and Bassi",Single Screen,244,221,23,Assam,Jaunpur,C,4,424,96,383648
"Sibal, Hayer and Nagi",IMAX,174,174,0,Nagaland,Amaravati,C,5,344,110,299280
Sura-Arora,IMAX,227,216,11,Chhattisgarh,Kurnool,C,6,253,52,331320
"Sule, Korpal and Tandon",IMAX,168,158,10,Madhya Pradesh,Ongole,C,6,561,104,538068
Bhatt Ltd,IMAX,316,300,16,Gujarat,Amroha,C,3,258,192,241416
Ghose-Sodhi,Multiplex,126,121,5,Rajasthan,Panchkula,C,4,451,140,221084
Deep Ltd,Multiplex,102,98,4,Madhya Pradesh,Hubli–Dharwad,C,6,364,151,217656
"Luthra, Viswanathan and Modi",Mini,167,166,1,Nagaland,Jalgaon,C,4,343,93,228124
Kalla Ltd,IMAX,273,259,14,Andhra Pradesh,Dharmavaram,C,4,255,131,271516
"Ganesh, Walla and Chakrabarti",IMAX,172,164,8,Bihar,Visakhapatnam,C,3,370,61,183504
Mutti and Sons,Single Screen,355,338,17,Tripura,Shahjahanpur,C,5,684,160,1169560
Comar Group,Mini,234,215,19,Goa,Hospet,C,5,474,130,521900
Buch Ltd,IMAX,184,174,10,Maharashtra,Katni,C,6,601,88,632724
Soman-Sane,IMAX,127,124,3,Goa,Hazaribagh,C,4,237,108,118848
Bawa-Menon,Single Screen,118,111,7,West Bengal,Cuttack,C,5,293,169,168530
Morar-Sampath,IMAX,159,144,15,Karnataka,Lucknow,C,3,436,141,194697
Vyas and Sons,IMAX,334,303,31,Mizoram,Tirupati,C,3,643,87,592578
Vig-Sule,Multiplex,278,276,2,Mizoram,Kolhapur,C,4,654,122,722992
"Ramachandran, Rastogi and Ramakrishnan",Single Screen,186,170,16,Assam,Vasai-Virar,C,5,498,199,439220
Warrior-Rajan,Single Screen,398,398,0,Telangana,Chittoor,C,4,423,69,673416
Mistry-Sabharwal,Single Screen,355,349,6,Bihar,Naihati,C,5,223,122,392795
"Reddy, Chatterjee and Thaman",Multiplex,301,290,11,Meghalaya,Panihati,C,3,638,132,559416
Dhawan-Bajaj,Single Screen,114,113,1,Maharashtra,New Delhi,C,6,635,172,431562
Sahota-Peri,IMAX,237,218,19,Nagaland,Amravati,C,3,378,61,250689
Deep-Lad,IMAX,266,243,23,Telangana,Jammu,C,4,318,62,314800
Gandhi-Deol,Mini,265,240,25,Mizoram,Tadepalligudem,C,3,590,68,429900
Sankar-Vaidya,IMAX,147,141,6,Uttarakhand,Haldia,C,5,301,111,215535
Lala PLC,IMAX,145,145,0,Assam,Kochi,C,4,293,149,169940
Raju-Peri,IMAX,245,225,20,Uttar Pradesh,Bhagalpur,C,4,271,126,253980
Kunda-Swamy,IMAX,321,302,19,Uttarakhand,Kamarhati,C,4,393,74,480368
Vaidya-Luthra,Mini,362,350,12,Meghalaya,Kottayam,C,6,438,149,930528
"Halder, Agate and Lal",IMAX,237,219,18,Chhattisgarh,Suryapet,C,6,256,158,353448
Basu Inc,Mini,195,182,13,Telangana,Jamnagar,C,6,257,60,285324
Deshpande-Shukla,Mini,337,323,14,Manipur,Sangli-Miraj & Kupwad,C,4,686,176,896168
Bhargava-Ray,Multiplex,248,234,14,Haryana,Korba,C,6,250,172,365448
Bhargava Inc,Mini,176,172,4,Rajasthan,Sirsa,C,5,640,113,552660
Randhawa-Patel,IMAX,251,233,18,Arunachal Pradesh,Navi Mumbai,C,3,492,69,347634
Gour-Garde,Multiplex,362,356,6,Andhra Pradesh,Miryalaguda,C,6,421,74,901920
Kamdar Ltd,IMAX,391,375,16,Maharashtra,Bhalswa Jahangir Pur,C,5,340,199,653420
"Bhandari, Kata and Swaminathan",Multiplex,357,356,1,Punjab,Nagpur,C,3,589,168,629556
"Deep, Bassi and Kothari",Single Screen,193,181,12,Kerala,Singrauli,C,3,252,156,142452
"Bhatt, Raj and Pai",Mini,260,242,18,Uttarakhand,Thoothukudi,C,6,597,165,884664
Soni-Swaminathan,Mini,274,247,27,Tamil Nadu,Jaunpur,C,4,318,97,324660
Dhar-Varughese,Multiplex,232,211,21,West Bengal,Gurgaon,C,3,432,186,285174
Batra LLC,Multiplex,102,96,6,Meghalaya,Fatehpur,C,3,216,93,63882
Kalla-Patla,IMAX,335,310,25,Himachal Pradesh,Ahmednagar,C,6,365,142,700200
Purohit Ltd,IMAX,254,252,2,Madhya Pradesh,Visakhapatnam,C,4,279,53,281656
"Taneja, Sarma and Kuruvilla",Single Screen,157,157,0,Manipur,Indore,C,4,649,56,407572
"Gill, Kota and Gour",Single Screen,346,337,9,Maharashtra,Ranchi,C,4,433,187,590416
Talwar LLC,Single Screen,144,140,4,Meghalaya,Ramgarh,C,6,285,171,243504
"Shah, Tandon and Kapoor",IMAX,111,110,1,West Bengal,Hosur,C,4,672,89,296036
Chowdhury-Baral,IMAX,348,318,30,Gujarat,Ludhiana,C,3,650,165,634950
Shankar LLC,Single Screen,203,194,9,Andhra Pradesh,Coimbatore,C,6,236,135,281994
Hans-Kurian,Multiplex,152,139,13,Punjab,Kozhikode,C,6,644,176,550824
"Basak, Padmanabhan and Kibe",Mini,118,111,7,West Bengal,Shahjahanpur,C,6,458,181,312630
Bath Group,IMAX,218,217,1,Himachal Pradesh,Nanded,C,3,426,197,277917
Soni-Shere,Mini,383,379,4,Nagaland,Satna,C,5,667,156,1267085
Sheth-Setty,IMAX,159,144,15,Chhattisgarh,Dehri,C,5,439,161,328155
"Chakrabarti, Badal and Narayan",Multiplex,182,173,9,Chhattisgarh,Visakhapatnam,C,4,450,138,316368
Tata Inc,IMAX,218,202,16,Odisha,Pimpri-Chinchwad,C,4,510,136,420784
Dugar-Nagarajan,IMAX,167,158,9,Odisha,Barasat,C,6,423,142,408672
Sodhi-Dave,IMAX,182,176,6,Madhya Pradesh,Gaya,C,5,563,72,497600
"Varughese, Puri and Dhawan",IMAX,166,161,5,Punjab,Begusarai,C,4,290,175,190260
"Dani, Subramanian and Dutt",Multiplex,312,281,31,Gujarat,Machilipatnam,C,5,330,103,479615
Morar Inc,Multiplex,109,104,5,Bihar,Bhavnagar,C,5,392,90,206090
Kara-Jani,Single Screen,357,355,2,Telangana,Bardhaman,C,3,382,160,407790
Bhatia-Badami,Multiplex,216,213,3,Meghalaya,Aligarh,C,4,459,116,392460
"Mukhopadhyay, Wason and Ganguly",Mini,281,257,24,Maharashtra,Imphal,C,3,604,192,479508
"Dube, Tata and Varughese",Mini,177,161,16,Tamil Nadu,Raichur,C,3,571,62,278769
Balakrishnan-Anand,IMAX,334,327,7,Telangana,Bihar Sharif,C,3,610,76,600006
"Bala, Shenoy and Mittal",Multiplex,359,353,6,Sikkim,Nagpur,C,4,532,80,753104
"Mittal, Thaker and Salvi",Single Screen,285,280,5,Maharashtra,Munger,C,5,572,163,804875
Palla PLC,IMAX,150,146,4,Nagaland,Nagpur,C,5,381,85,279830
Ratta-Srinivas,Multiplex,203,189,14,Bihar,Secunderabad,C,6,603,51,688086
Dube PLC,Single Screen,342,321,21,Goa,Ballia,C,5,468,93,760905
Nagi-Gopal,Multiplex,236,225,11,Haryana,Kakinada,C,6,394,112,539292
Chauhan and Sons,Single Screen,371,345,26,Odisha,Sikar,C,4,280,159,402936
Garg and Sons,IMAX,309,281,28,Mizoram,Siliguri,C,6,697,182,1205718
Mangal-Reddy,Mini,115,108,7,Andhra Pradesh,Junagadh,C,4,604,52,262384
"Patel, Bir and Nair",Multiplex,143,138,5,Meghalaya,Nashik,C,5,415,92,288650
Sule-Varghese,IMAX,131,125,6,Manipur,Aurangabad,C,3,548,88,207084
"Tella, Amble and Dugal",Multiplex,366,348,18,Manipur,Kozhikode,C,6,415,191,887148
